Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,19611,-,-,India,19.15,72.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2014,4,21,16,30,189,504,468,189,504,468,18,36.674119698247466,1005.4141235351562,35.4163732383989,56.36245919491452,3.378235760466587,0.0,284.50750732421875,5.586165428161621,0
2014,4,21,17,30,131,323,239,131,323,239,21,34.3611864746058,1005.7821044921875,46.842439225077406,70.49134309106661,3.5078494081839042,0.0,287.96270751953125,5.600709438323975,0
2014,4,21,18,30,27,0,27,32,51,37,23,32.06093835750522,1006.3026123046875,60.64999005885332,84.49934184251113,3.6181045704349026,0.0,289.0301513671875,5.112062454223633,0
2014,4,21,19,30,0,0,0,0,0,0,24,30.680755607377364,1006.8204345703125,69.77879470283229,98.2883883788591,3.7397360702261233,0.0,285.47772216796875,4.3764472007751465,0
2014,4,21,20,30,0,0,0,0,0,0,25,29.940993030098525,1007.9299926757812,75.23839788772561,111.69468034658394,3.8724992338515296,0.0,280.44329833984375,3.3903844356536865,0
2014,4,21,21,30,0,0,0,0,0,0,25,29.517081202809663,1008.5863647460938,79.03049560310428,124.42354319031861,3.976263639972895,0.0,273.90155029296875,2.5922954082489014,0
2014,4,21,22,30,0,0,0,0,0,0,25,29.213260657057276,1008.8211669921875,81.3603519492207,135.8693587564569,4.044026133750822,0.0,267.11602783203125,2.073336362838745,0
2014,4,21,23,30,0,0,0,0,0,0,25,28.94626726600751,1008.661865234375,83.53370846167809,144.74709796829595,4.095631969880604,0.0,265.24908447265625,1.7273714542388916,0
2014,4,22,0,30,0,0,0,0,0,0,26,28.70330067398521,1008.3717041015625,85.7500385713711,148.77549286509156,4.142617696423139,0.0,274.04217529296875,1.462459683418274,0
2014,4,22,1,30,0,0,0,0,0,0,26,28.49561564377109,1008.0530395507812,87.9549945572416,146.17271881321483,4.185095958212128,0.0,295.6487121582031,1.3372119665145874,0
2014,4,22,2,30,0,0,0,0,0,0,26,28.25276294484189,1007.8930053710938,90.40861776973576,138.15987383394514,4.21551030637353,0.0,318.21600341796875,1.4584373235702515,0
2014,4,22,3,30,0,0,0,0,0,0,26,28.05909000812062,1007.777099609375,93.70426079013899,127.14646485032736,4.223682539052525,0.0,337.42425537109375,1.6981981992721558,0
2014,4,22,4,30,0,0,0,0,0,0,27,27.91101456723578,1008.119140625,96.04662040326043,114.63765762468417,4.20781335536471,0.0,355.1849365234375,1.9241039752960205,0
2014,4,22,5,30,0,0,0,0,0,0,27,27.852111407336963,1008.5626220703125,97.63989874320754,101.35132744074286,4.171308954310354,0.0,11.768074035644531,2.0740602016448975,0
2014,4,22,6,30,4,0,4,9,8,9,27,28.449496307959805,1009.4764404296875,94.53781145941323,87.63005512797722,4.120279386282514,0.0,27.223968505859375,2.0999081134796143,0
2014,4,22,7,30,129,119,163,112,264,187,26,30.50269356533215,1010.2457885742188,80.81548730573428,73.66206930585875,4.06766284289689,0.0,39.44617462158203,2.026979684829712,0
2014,4,22,8,30,226,351,404,177,464,412,23,34.231135564917736,1010.8519897460938,52.18241124931986,59.55040111868183,4.0233851982222415,0.0,39.74949645996094,1.8773775100708008,0
2014,4,22,9,30,216,584,626,216,584,626,18,38.2107963757104,1011.200927734375,31.962059170428823,45.38040348668913,3.9756267699369783,0.0,35.83982467651367,1.5558013916015625,0
2014,4,22,10,30,239,655,800,239,655,800,16,41.37532665932247,1010.6998901367188,22.944486407657948,31.25973429641938,3.946275410160427,0.0,20.783287048339844,1.0628361701965332,0
2014,4,22,11,30,332,589,894,253,693,914,15,43.36397948204831,1009.834716796875,19.35478110651169,17.506794228707676,3.9184343181410455,0.0,331.3247375488281,0.824522078037262,0
2014,4,22,12,30,258,707,960,258,707,960,14,44.179247524162804,1009.0003051757812,18.514178931198643,7.141725297674739,3.898980412817747,0.0,290.43701171875,1.5605690479278564,0
2014,4,22,13,30,255,699,931,255,699,931,15,43.950292189487755,1008.2579345703125,19.536385953593893,14.55925866210319,3.8884802130169405,0.0,281.32781982421875,2.8462677001953125,0
2014,4,22,14,30,243,667,832,243,667,832,16,42.72676591518581,1007.6236572265625,21.972916648431276,28.07979971791429,3.875946144114673,0.0,280.46624755859375,4.127220153808594,0
